Species,Date,Age,Glass,Temp,KDTime,Pot.mean
Vir,2/28/2018,7,S,39,85,Y
Ruf,3/5/2018,6,S,39,2.75,Y
Ruf,3/5/2018,6,S,39,6,Y
Ruf,3/5/2018,6,S,39,8,Y
Ruf,3/5/2018,6,S,39,8.5,Y
Ruf,3/5/2018,6,S,39,7.5,Y
Ruf,3/5/2018,6,S,39,7,Y
Suz,3/7/2018,7,S,39,5,Y
Suz,3/7/2018,7,S,39,5.25,Y
Suz,3/7/2018,7,S,39,8,Y
Suz,3/7/2018,7,S,39,5.5,Y
Suz,3/7/2018,7,S,39,5.75,Y
Suz,3/7/2018,7,S,39,6.25,Y
Suz,3/7/2018,7,S,39,6.25,Y
Suz,3/7/2018,5,S,39,8.75,Y
Suz,3/7/2018,5,S,39,6.75,Y
Suz,3/7/2018,5,S,39,4.5,Y
Buz,3/15/2018,5,S,39,272.25,Y
Buz,3/15/2018,5,S,39,276.5,Y
Buz,3/15/2018,5,S,39,248.5,Y
Moj,3/15/2018,4,S,39,735.75,N
Buz,3/15/2018,5,S,39,338.75,Y
Buz,3/15/2018,5,S,39,356.75,Y
Buz,3/15/2018,5,S,39,196.5,Y
Buz,3/15/2018,5,S,39,243.25,Y
Buz,3/15/2018,5,S,39,212.5,Y
Buz,3/15/2018,5,S,39,259.75,Y
Buz,3/15/2018,5,S,39,175.75,Y
Mel,4/6/2018,4,S,39,34,Y
Mel,4/6/2018,4,S,39,71,Y
Mel,4/6/2018,4,S,39,26.5,Y
Mel,4/6/2018,4,S,39,34.25,Y
Mel,4/6/2018,4,S,39,74.25,Y
Mel,4/6/2018,4,S,39,21.25,Y
Mel,4/6/2018,4,S,39,24.5,Y
Mel,4/6/2018,4,S,39,44.5,Y
Mel,4/6/2018,4,S,39,22,Y
Mel,4/6/2018,4,S,39,74.5,Y
Sub,2/1/2018,7,S,39.5,3.75,Y
Mer,2/1/2018,7,S,39.5,7.25,Y
Mon,2/1/2018,6,S,39.5,4,Y
Sub,2/1/2018,7,S,39.5,6.25,Y
Mer,2/1/2018,7,S,39.5,13.75,Y
Mon,2/1/2018,6,S,39.5,5.25,Y
Sub,2/1/2018,7,S,39.5,4.25,Y
Mer,2/1/2018,7,S,39.5,6.5,Y
Mon,2/1/2018,6,S,39.5,4.25,Y
Sub,2/1/2018,7,S,39.5,6.5,Y
Mer,2/1/2018,7,S,39.5,6.5,Y
Sub,2/1/2018,7,S,39.5,2.25,Y
Mer,2/1/2018,7,S,39.5,8,Y
Mon,2/1/2018,6,S,39.5,2.5,Y
Mer,2/1/2018,7,S,39.5,7,Y
Mon,2/1/2018,7,S,39.5,5,Y
Sub,2/1/2018,7,S,39.5,3.25,Y
Mer,2/1/2018,7,S,39.5,6,Y
Sub,2/1/2018,7,S,39.5,5.25,Y
Mer,2/1/2018,7,S,39.5,9.25,Y
Sub,2/1/2018,7,S,39.5,3.75,Y
Mon,2/1/2018,7,S,39.5,5.5,Y
Mer,2/1/2018,7,S,39.5,7.25,Y
Sub,2/1/2018,7,S,39.5,5.75,Y
Mon,2/1/2018,7,S,39.5,4.25,Y
Mer,2/1/2018,7,S,39.5,6.5,Y
Sub,2/1/2018,7,S,39.5,4.5,Y
Equ,2/14/2018,7,S,39.5,9.5,Y
Vir,2/14/2018,5,S,39.5,26,Y
Equ,2/14/2018,6,S,39.5,8.25,Y
Vir,2/14/2018,6,S,39.5,20.75,Y
Equ,2/14/2018,4,S,39.5,7,Y
Vir,2/14/2018,5,S,39.5,35.25,Y
Equ,2/14/2018,7,S,39.5,12.5,Y
Vir,2/14/2018,5,S,39.5,35.5,Y
Equ,2/14/2018,6,S,39.5,4.5,Y
Vir,2/14/2018,5,S,39.5,37.25,Y
Equ,2/14/2018,4,S,39.5,5.75,Y
Vir,2/14/2018,5,S,39.5,51.75,Y
Equ,2/14/2018,6,S,39.5,6.25,Y
Vir,2/14/2018,4,S,39.5,52,Y
Equ,2/14/2018,7,S,39.5,7.5,Y
Vir,2/14/2018,5,S,39.5,37.75,Y
Equ,2/14/2018,4,S,39.5,13.25,Y
Vir,2/14/2018,5,S,39.5,24.75,Y
Equ,2/14/2018,6,S,39.5,8,Y
Vir,2/14/2018,6,S,39.5,21.75,Y
Ruf,2/28/2018,7,S,39.5,3.75,Y
Ruf,2/28/2018,4,S,39.5,5,Y
Ruf,2/28/2018,7,S,39.5,5,Y
Ruf,2/28/2018,6,S,39.5,4.25,Y
Ruf,2/28/2018,5,S,39.5,9.5,Y
Ruf,2/28/2018,7,S,39.5,10.25,Y
Ruf,2/28/2018,4,S,39.5,7,Y
Ruf,2/28/2018,7,S,39.5,5.5,Y
Ruf,2/28/2018,5,S,39.5,5.75,Y
Ruf,2/28/2018,6,S,39.5,9,Y
Buz,3/26/2018,7,L,39.5,141,Y
Buz,3/26/2018,7,L,39.5,133,Y
Buz,3/26/2018,7,L,39.5,157,Y
Buz,3/26/2018,7,L,39.5,141,Y
Buz,3/26/2018,7,L,39.5,100,Y
Buz,3/26/2018,7,L,39.5,158,Y
Buz,3/26/2018,7,L,39.5,164,Y
Buz,3/26/2018,7,L,39.5,164,Y
Buz,3/26/2018,7,L,39.5,158,Y
Buz,3/26/2018,7,L,39.5,127,Y
Mon,3/26/2018,7,L,39.5,9.75,Y
Mon,3/26/2018,7,L,39.5,4.75,Y
Mon,3/26/2018,7,L,39.5,3.75,Y
Mon,3/26/2018,7,L,39.5,9.25,Y
Mon,3/26/2018,7,L,39.5,8.25,Y
Mon,3/26/2018,7,L,39.5,5.25,Y
Moj,3/30/2018,7,L,39.5,286,Y
Moj,3/30/2018,7,L,39.5,372,Y
Moj,3/30/2018,7,L,39.5,392,Y
Moj,3/30/2018,7,L,39.5,261,Y
Moj,3/30/2018,7,L,39.5,360,Y
Moj,3/30/2018,7,L,39.5,322,Y
Moj,3/30/2018,7,L,39.5,261,Y
Moj,3/30/2018,7,L,39.5,263,Y
Moj,3/30/2018,7,L,39.5,276,Y
Moj,3/30/2018,7,L,39.5,264,Y
Mel,4/6/2018,4,S,39.5,13.5,Y
Mel,4/6/2018,4,S,39.5,10.5,Y
Mel,4/6/2018,4,S,39.5,17.25,Y
Mel,4/6/2018,4,S,39.5,28.75,Y
Mel,4/6/2018,4,S,39.5,39.75,Y
Mel,4/6/2018,4,S,39.5,11,Y
Mel,4/6/2018,4,S,39.5,14.5,Y
Mel,4/6/2018,4,S,39.5,26,Y
Mel,4/6/2018,4,S,39.5,44.75,Y
Mel,4/6/2018,4,S,39.5,30,Y
Mer,2/7/2018,7,S,40,10,Y
Mer,2/7/2018,7,S,40,9.25,Y
Mer,2/7/2018,7,S,40,4.75,Y
Mer,2/7/2018,7,S,40,11,Y
Mer,2/7/2018,7,S,40,6.5,Y
Mer,2/7/2018,7,S,40,6,Y
Mer,2/7/2018,7,S,40,4.25,Y
Mer,2/7/2018,7,S,40,3.5,Y
Mer,2/7/2018,7,S,40,5,Y
Mer,2/7/2018,7,S,40,6,Y
Vir,2/9/2018,5,S,40,33,Y
Vir,2/9/2018,5,S,40,17.25,Y
Vir,2/9/2018,6,S,40,28.5,Y
Vir,2/9/2018,5,S,40,5.25,Y
Vir,2/9/2018,6,S,40,25.25,Y
Vir,2/9/2018,5,S,40,5.5,Y
Vir,2/9/2018,6,S,40,9.5,Y
Vir,2/9/2018,5,S,40,28.75,Y
Vir,2/9/2018,6,S,40,16.25,Y
Vir,2/9/2018,5,S,40,6.25,Y
Equ,2/25/2018,7,S,40,3,Y
Equ,2/25/2018,6,S,40,8.75,Y
Equ,2/25/2018,7,S,40,3.75,Y
Equ,2/25/2018,6,S,40,6.5,Y
Equ,2/25/2018,7,S,40,9,Y
Equ,2/25/2018,7,S,40,5.5,Y
Equ,2/25/2018,7,S,40,6.25,Y
Sub,3/7/2018,7,S,40,4,Y
Sub,3/7/2018,7,S,40,4.25,Y
Sub,3/7/2018,7,S,40,4.5,Y
Sub,3/7/2018,7,S,40,4.75,Y
Sub,3/7/2018,7,S,40,4.75,Y
Sub,3/7/2018,7,S,40,4.75,Y
Sub,3/7/2018,7,S,40,5,Y
Sub,3/7/2018,7,S,40,5.75,Y
Sub,3/7/2018,7,S,40,5.25,Y
Sub,3/7/2018,7,S,40,5.25,Y
Moj,3/14/2018,5,S,40,45.5,Y
Buz,3/14/2018,5,S,40,81.5,Y
Moj,3/14/2018,5,S,40,197.5,Y
Buz,3/14/2018,5,S,40,76.5,Y
Moj,3/14/2018,5,S,40,170.5,Y
Buz,3/14/2018,5,S,40,73.25,Y
Moj,3/14/2018,5,S,40,195,Y
Buz,3/14/2018,5,S,40,105.25,Y
Moj,3/14/2018,5,S,40,214.25,Y
Buz,3/14/2018,5,S,40,72.5,Y
Moj,3/14/2018,5,S,40,202,Y
Buz,3/14/2018,5,S,40,87,Y
Moj,3/14/2018,5,S,40,148,Y
Buz,3/14/2018,5,S,40,62.75,Y
Moj,3/14/2018,5,S,40,177,Y
Buz,3/14/2018,5,S,40,76.75,Y
Moj,3/14/2018,5,S,40,208.75,Y
Buz,3/14/2018,5,S,40,59.5,Y
Moj,3/14/2018,5,S,40,172.5,Y
Buz,3/14/2018,5,S,40,65.5,Y
Equ,3/26/2018,7,S,40,15.25,Y
Equ,3/26/2018,7,S,40,11.25,Y
Equ,3/26/2018,7,S,40,4.5,Y
Equ,3/26/2018,7,S,40,7,Y
Equ,3/26/2018,7,S,40,3.75,Y
Equ,3/26/2018,7,S,40,6.25,Y
Mel,4/6/2018,4,S,40,13,Y
Mel,4/6/2018,4,S,40,13.5,Y
Mel,4/6/2018,4,S,40,10.5,Y
Mel,4/6/2018,4,S,40,10.75,Y
Mel,4/6/2018,4,S,40,29,Y
Mel,4/6/2018,4,S,40,29,Y
Mel,4/6/2018,4,S,40,14.25,Y
Mel,4/6/2018,4,S,40,11.5,Y
Mel,4/6/2018,4,S,40,18.25,Y
Mel,4/6/2018,4,S,40,12.25,Y
Mer,3/22/2018,7,S,40.5,9.25,Y
Moj,3/22/2018,7,S,40.5,173.5,N
Mer,3/22/2018,7,S,40.5,9.75,Y
Mer,3/22/2018,7,S,40.5,10,Y
Mer,3/22/2018,7,S,40.5,10.5,Y
Mer,3/22/2018,7,S,40.5,7.5,Y
Mer,3/22/2018,7,S,40.5,7.75,Y
Mer,3/22/2018,7,S,40.5,3.75,Y
Mer,3/22/2018,7,S,40.5,6.25,Y
Mer,3/22/2018,7,S,40.5,10.5,Y
Mer,3/22/2018,7,S,40.5,8.25,Y
Buz,3/26/2018,7,S,40.5,54,Y
Buz,3/26/2018,7,S,40.5,71.5,Y
Buz,3/26/2018,7,S,40.5,66.25,Y
Buz,3/26/2018,7,S,40.5,54.5,Y
Buz,3/26/2018,7,S,40.5,60.25,Y
Buz,3/26/2018,7,S,40.5,58,Y
Buz,3/26/2018,7,S,40.5,72.25,Y
Buz,3/26/2018,7,S,40.5,58.25,Y
Buz,3/26/2018,7,S,40.5,55,Y
Buz,3/26/2018,7,S,40.5,55.25,Y
Vir,3/26/2018,7,S,40.5,5,Y
Vir,3/26/2018,7,S,40.5,5.25,Y
Vir,3/26/2018,7,S,40.5,9,Y
Vir,3/26/2018,7,S,40.5,6.75,Y
Vir,3/26/2018,7,S,40.5,5.5,Y
Vir,3/26/2018,7,S,40.5,5.75,Y
Vir,3/26/2018,7,S,40.5,6.75,Y
Vir,3/26/2018,7,S,40.5,6,Y
Vir,3/26/2018,7,S,40.5,6.25,Y
Vir,3/26/2018,7,S,40.5,7,Y
Mel,4/6/2018,4,S,40.5,10.75,Y
Mel,4/6/2018,4,S,40.5,13.75,Y
Mel,4/6/2018,4,S,40.5,9.5,Y
Mel,4/6/2018,4,S,40.5,16,Y
Mel,4/6/2018,4,S,40.5,9.75,Y
Mel,4/6/2018,4,S,40.5,7.75,Y
Mel,4/6/2018,4,S,40.5,5.5,Y
Mel,4/6/2018,4,S,40.5,8.25,Y
Mel,4/6/2018,4,S,40.5,13,Y
Mel,4/6/2018,4,S,40.5,8.75,Y
Vir,2/11/2018,6,S,41,5.25,Y
Vir,2/11/2018,6,S,41,5.25,Y
Vir,2/11/2018,7,S,41,1,Y
Vir,2/11/2018,6,S,41,4.25,Y
Vir,2/11/2018,6,S,41,6.25,Y
Vir,2/11/2018,6,S,41,2.75,Y
Vir,2/11/2018,6,S,41,5.75,Y
Vir,2/11/2018,5,S,41,4.75,Y
Vir,2/11/2018,7,S,41,5,Y
Moj,2/28/2018,5,S,41,121,Y
Moj,2/28/2018,4,S,41,164,Y
Moj,2/28/2018,5,S,41,130,Y
Moj,3/13/2018,5,S,41,99.5,Y
Buz,3/13/2018,5,S,41,46.25,Y
Moj,3/13/2018,5,S,41,83.25,Y
Buz,3/13/2018,5,S,41,42.25,Y
Moj,3/13/2018,5,S,41,75.25,Y
Buz,3/13/2018,5,S,41,33,Y
Moj,3/13/2018,5,S,41,87,Y
Buz,3/13/2018,5,S,41,33.75,Y
Moj,3/13/2018,5,S,41,103.5,Y
Buz,3/13/2018,5,S,41,20,Y
Moj,3/13/2018,5,S,41,72.25,Y
Buz,3/13/2018,5,S,41,14,Y
Moj,3/13/2018,5,S,41,62.5,Y
Buz,3/13/2018,5,S,41,17,Y
Moj,3/13/2018,5,S,41,89,Y
Buz,3/13/2018,5,S,41,23.75,Y
Moj,3/13/2018,4,S,41,88,Y
Buz,3/13/2018,4,S,41,19.75,Y
Moj,3/13/2018,4,S,41,85,Y
Buz,3/13/2018,4,S,41,12.75,Y
Mel,4/9/2018,7,S,41,26,Y
Mel,4/9/2018,7,S,41,8.5,Y
Mel,4/9/2018,7,S,41,9,Y
Mel,4/9/2018,7,S,41,21.75,Y
Mel,4/9/2018,7,S,41,9.25,Y
Mel,4/9/2018,7,S,41,7.25,Y
Mel,4/9/2018,7,S,41,9.75,Y
Mel,4/9/2018,7,S,41,7.5,Y
Mel,4/9/2018,7,S,41,8,Y
Mel,4/9/2018,7,S,41,10,Y
Moj,3/13/2018,5,S,41.5,55,Y
Buz,3/13/2018,5,S,41.5,17.25,Y
Buz,3/13/2018,5,S,41.5,19.5,Y
Moj,3/13/2018,5,S,41.5,43.25,Y
Buz,3/13/2018,5,S,41.5,9.5,Y
Moj,3/13/2018,5,S,41.5,61.25,Y
Moj,3/13/2018,5,S,41.5,58.5,Y
Buz,3/13/2018,5,S,41.5,11.25,Y
Moj,3/13/2018,5,S,41.5,68.75,Y
Buz,3/13/2018,5,S,41.5,13.25,Y
Moj,3/13/2018,5,S,41.5,70,Y
Buz,3/13/2018,5,S,41.5,9,Y
Moj,3/13/2018,5,S,41.5,57,Y
Buz,3/13/2018,5,S,41.5,13.25,Y
Moj,3/13/2018,5,S,41.5,54.75,Y
Buz,3/13/2018,5,S,41.5,43,Y
Moj,3/13/2018,5,S,41.5,64,Y
Buz,3/13/2018,5,S,41.5,18.25,Y
Moj,3/14/2018,5,S,41.5,28.5,Y
Buz,3/14/2018,5,S,41.5,17,Y
Moj,3/14/2018,5,S,41.5,33,Y
Buz,3/14/2018,5,S,41.5,11,Y
Moj,3/14/2018,5,S,41.5,43,Y
Buz,3/14/2018,5,S,41.5,17.75,Y
Moj,3/14/2018,5,S,41.5,41.75,Y
Moj,3/14/2018,5,S,41.5,68.5,Y
Buz,3/14/2018,5,S,41.5,21,Y
Moj,3/14/2018,5,S,41.5,70.5,Y
Buz,3/14/2018,5,S,41.5,13.5,Y
Moj,3/14/2018,5,S,41.5,36.5,Y
Buz,3/14/2018,5,S,41.5,18.75,Y
Buz,3/14/2018,5,S,41.5,15.5,Y
Moj,3/14/2018,5,S,41.5,22.5,Y
Buz,3/14/2018,5,S,41.5,12,Y
Vir,3/16/2018,6,S,41.5,0.75,Y
Buz,3/16/2018,4,S,41.5,18,Y
Moj,3/16/2018,4,S,41.5,80.25,N
Vir,3/16/2018,6,S,41.5,1,Y
Buz,3/16/2018,4,S,41.5,13.5,Y
Vir,3/16/2018,6,S,41.5,1,Y
Vir,3/16/2018,6,S,41.5,5.5,Y
Buz,3/16/2018,4,S,41.5,30,Y
Vir,3/16/2018,6,S,41.5,1.25,Y
Buz,3/16/2018,4,S,41.5,12.75,Y
Vir,3/16/2018,6,S,41.5,4.75,Y
Buz,3/16/2018,4,S,41.5,10,Y
Vir,3/16/2018,6,S,41.5,4,Y
Buz,3/16/2018,4,S,41.5,18.5,Y
Vir,3/16/2018,6,S,41.5,1.75,Y
Buz,3/16/2018,4,S,41.5,14.25,Y
Vir,3/16/2018,6,S,41.5,3.25,Y
Vir,3/16/2018,6,S,41.5,5.25,Y
Buz,3/16/2018,4,S,41.5,14.75,Y
Mel,4/9/2018,7,S,41.5,7.5,Y
Mel,4/9/2018,7,S,41.5,8.25,Y
Mel,4/9/2018,7,S,41.5,5.25,Y
Mel,4/9/2018,7,S,41.5,6,Y
Mel,4/9/2018,7,S,41.5,6.25,Y
Mel,4/9/2018,7,S,41.5,7,Y
Buz,3/19/2018,5,S,42,9.5,Y
Buz,3/19/2018,5,S,42,10,Y
Buz,3/19/2018,5,S,42,9.5,Y
Buz,3/19/2018,5,S,42,9.5,Y
Buz,3/19/2018,5,S,42,7.75,Y
Buz,3/19/2018,5,S,42,10.5,Y
Buz,3/19/2018,5,S,42,9,Y
Buz,3/19/2018,5,S,42,9,Y
Buz,3/19/2018,5,S,42,8.9,Y
Moj,3/19/2018,6,S,42,15,Y
Moj,3/19/2018,6,S,42,23.75,Y
Moj,3/19/2018,6,S,42,23,Y
Moj,3/19/2018,6,S,42,15.75,Y
Moj,3/19/2018,6,S,42,20.5,Y
Moj,3/19/2018,6,S,42,17.5,Y
Moj,3/19/2018,6,S,42,19,Y
Moj,3/19/2018,6,S,42,22.5,Y
Moj,3/19/2018,6,S,42,14,Y
Moj,3/19/2018,6,S,42,22,Y
Buz,3/23/2018,7,S,42.5,12.25,Y
Buz,3/23/2018,7,S,42.5,6.25,Y
Buz,3/23/2018,7,S,42.5,9.75,Y
Buz,3/23/2018,7,S,42.5,3.75,Y
Buz,3/23/2018,7,S,42.5,14,Y
Buz,3/23/2018,7,S,42.5,3.25,Y
Buz,3/23/2018,7,S,42.5,12.75,Y
Buz,3/23/2018,7,S,42.5,5,Y
Buz,3/23/2018,7,S,42.5,10.25,Y
Buz,3/23/2018,7,S,42.5,10.5,Y
Moj,3/23/2018,7,S,42.5,11.25,Y
Moj,3/23/2018,7,S,42.5,14.5,Y
Moj,3/23/2018,7,S,42.5,31.25,Y
Moj,3/23/2018,7,S,42.5,8.75,Y
Moj,3/23/2018,7,S,42.5,13.25,Y
Moj,3/23/2018,7,S,42.5,14.75,Y
Moj,3/23/2018,7,S,42.5,22.75,Y
Moj,3/23/2018,7,S,42.5,11.75,Y
Moj,3/23/2018,7,S,42.5,12,Y
Moj,3/23/2018,7,S,42.5,12,Y
Buz,3/26/2018,7,S,42.5,2.25,Y
Buz,3/26/2018,7,S,42.5,1.25,Y
Buz,3/26/2018,7,S,42.5,2.75,Y
Buz,3/26/2018,7,S,42.5,6.25,Y
Buz,3/26/2018,7,S,42.5,3.25,Y
Buz,3/26/2018,7,S,42.5,1.75,Y
Buz,3/26/2018,7,S,42.5,5.25,Y
Buz,3/26/2018,7,S,42.5,6.75,Y
Buz,3/26/2018,7,S,42.5,5.5,Y
Buz,3/26/2018,7,S,42.5,4,Y
Buz,3/23/2018,7,S,43,3.75,Y
Buz,3/23/2018,7,S,43,4,Y
Buz,3/23/2018,7,S,43,2.25,Y
Buz,3/23/2018,7,S,43,2.5,Y
Buz,3/23/2018,7,S,43,4.25,Y
Buz,3/23/2018,7,S,43,4.25,Y
Buz,3/23/2018,7,S,43,4.75,Y
Buz,3/23/2018,7,S,43,1.5,Y
Buz,3/23/2018,7,S,43,1.75,Y
Buz,3/23/2018,7,S,43,2.75,Y
Moj,3/23/2018,7,S,43,11.5,Y
Moj,3/23/2018,7,S,43,5,Y
Moj,3/23/2018,7,S,43,24.25,Y
Moj,3/23/2018,7,S,43,3.25,Y
Moj,3/23/2018,7,S,43,14.75,Y
Moj,3/23/2018,7,S,43,10.5,Y
Moj,3/23/2018,7,S,43,10.75,Y
Moj,3/23/2018,7,S,43,16.75,Y
Moj,3/23/2018,7,S,43,6.75,Y
Moj,3/23/2018,7,S,43,5.75,Y
Moj,3/23/2018,7,S,43.5,4.25,Y
Moj,3/23/2018,7,S,43.5,2.25,Y
Moj,3/23/2018,7,S,43.5,1,Y
Moj,3/23/2018,7,S,43.5,3.75,Y
Moj,3/23/2018,7,S,43.5,2.5,Y
Moj,3/23/2018,7,S,43.5,2.75,Y
Moj,3/23/2018,7,S,43.5,6.25,Y
Moj,3/23/2018,7,S,43.5,3.5,Y
Moj,3/23/2018,7,S,43.5,1.5,Y
Moj,3/23/2018,7,S,43.5,4.5,Y
